year,state,month,number,date
2004,Bahia,Agosto,1.43,2004-08-01
2004,Bahia,Setembro,6433,2004-09-01
2004,Bahia,Outubro,4.81,2004-10-01
2004,Bahia,Novembro,1736,2004-11-01
2004,Bahia,Dezembro,423,2004-12-01
2004,Ceara,Janeiro,143,2004-01-01
2004,Ceara,Fevereiro,5,2004-02-01
2004,Ceara,Mar�o,1,2004-03-01
2004,Ceara,Abril,2,2004-04-01
2004,Ceara,Maio,3,2004-05-01
2004,Ceara,Junho,1,2004-06-01
2004,Ceara,Julho,16,2004-07-01
2004,Ceara,Agosto,61,2004-08-01
2004,Ceara,Setembro,144,2004-09-01
2004,Ceara,Outubro,1217,2004-10-01
2004,Ceara,Novembro,2.9,2004-11-01
2004,Ceara,Dezembro,3158,2004-12-01
2004,Maranhao,Janeiro,241,2004-01-01
2004,Maranhao,Fevereiro,22,2004-02-01
2004,Maranhao,Mar�o,18,2004-03-01
2004,Maranhao,Abril,44,2004-04-01
2004,Maranhao,Maio,145,2004-05-01
2004,Maranhao,Junho,706,2004-06-01
2004,Maranhao,Julho,1366,2004-07-01
2004,Maranhao,Agosto,1889,2004-08-01
2004,Maranhao,Setembro,4673,2004-09-01
2004,Maranhao,Outubro,3604,2004-10-01
2004,Maranhao,Novembro,6398,2004-11-01
2004,Maranhao,Dezembro,3255,2004-12-01
2004,Paraiba,Janeiro,33,2004-01-01
2004,Paraiba,Fevereiro,3,2004-02-01
2004,Paraiba,Mar�o,3,2004-03-01
2004,Paraiba,Abril,3,2004-04-01
2004,Paraiba,Maio,1,2004-05-01
2004,Paraiba,Junho,0,2004-06-01
2004,Paraiba,Julho,1,2004-07-01
2004,Paraiba,Agosto,18,2004-08-01
2004,Paraiba,Setembro,34,2004-09-01
2004,Paraiba,Outubro,190,2004-10-01
2004,Paraiba,Novembro,331,2004-11-01
2004,Paraiba,Dezembro,351,2004-12-01
2004,Pernambuco,Janeiro,29,2004-01-01
2004,Pernambuco,Fevereiro,8,2004-02-01
2004,Pernambuco,Mar�o,6,2004-03-01
2004,Pernambuco,Abril,5,2004-04-01
2004,Pernambuco,Maio,2,2004-05-01
2004,Pernambuco,Junho,4,2004-06-01
2004,Pernambuco,Julho,13,2004-07-01
2004,Pernambuco,Agosto,41,2004-08-01
2004,Pernambuco,Setembro,192,2004-09-01
2004,Pernambuco,Outubro,545,2004-10-01
2004,Pernambuco,Novembro,465,2004-11-01
2004,Pernambuco,Dezembro,373,2004-12-01
2004,Piaui,Janeiro,42,2004-01-01
2004,Piaui,Fevereiro,20,2004-02-01
2004,Piaui,Mar�o,27,2004-03-01
2004,Piaui,Abril,10,2004-04-01
2004,Piaui,Maio,80,2004-05-01
2004,Piaui,Junho,239,2004-06-01
2004,Piaui,Julho,564,2004-07-01
2004,Piaui,Agosto,1002,2004-08-01
2004,Piaui,Setembro,2662,2004-09-01
2004,Piaui,Outubro,2144,2004-10-01
2004,Piaui,Novembro,1798,2004-11-01
2004,Piaui,Dezembro,788,2004-12-01
2004,Sergipe,Janeiro,16,2004-01-01
2004,Sergipe,Fevereiro,10,2004-02-01
2004,Sergipe,Mar�o,36,2004-03-01
2004,Sergipe,Abril,13,2004-04-01
2004,Sergipe,Maio,5,2004-05-01
2004,Sergipe,Junho,0,2004-06-01
2004,Sergipe,Julho,0,2004-07-01
2004,Sergipe,Agosto,0,2004-08-01
2004,Sergipe,Setembro,0,2004-09-01
2004,Sergipe,Outubro,3,2004-10-01
2004,Sergipe,Novembro,41,2004-11-01
2004,Sergipe,Dezembro,66,2004-12-01
2005,Alagoas,Janeiro,83,2005-01-01
2005,Alagoas,Fevereiro,31,2005-02-01
2005,Alagoas,Mar�o,35,2005-03-01
2005,Alagoas,Abril,1,2005-04-01
2005,Alagoas,Maio,0,2005-05-01
2005,Alagoas,Junho,0,2005-06-01
2005,Alagoas,Julho,0,2005-07-01
2005,Alagoas,Agosto,2,2005-08-01
2005,Alagoas,Setembro,7,2005-09-01
2005,Alagoas,Outubro,17,2005-10-01
2005,Alagoas,Novembro,25,2005-11-01
2005,Alagoas,Dezembro,16,2005-12-01
2005,Bahia,Janeiro,303,2005-01-01
2005,Bahia,Fevereiro,143,2005-02-01
2005,Bahia,Mar�o,158,2005-03-01
2005,Bahia,Abril,76,2005-04-01
2005,Bahia,Maio,120,2005-05-01
2005,Bahia,Junho,211,2005-06-01
2005,Bahia,Julho,269,2005-07-01
2005,Bahia,Agosto,948,2005-08-01
2005,Bahia,Setembro,4066,2005-09-01
2005,Bahia,Outubro,8405,2005-10-01
2005,Bahia,Novembro,1595,2005-11-01
2005,Bahia,Dezembro,116,2005-12-01
2005,Ceara,Janeiro,384,2005-01-01
2005,Ceara,Fevereiro,25,2005-02-01
2005,Ceara,Mar�o,5,2005-03-01
2005,Ceara,Abril,4,2005-04-01
2005,Ceara,Maio,1,2005-05-01
2005,Ceara,Junho,6,2005-06-01
2005,Ceara,Julho,14,2005-07-01
2005,Ceara,Agosto,51,2005-08-01
2005,Ceara,Setembro,185,2005-09-01
2005,Ceara,Outubro,1378,2005-10-01
2005,Ceara,Novembro,2483,2005-11-01
2005,Ceara,Dezembro,1.36,2005-12-01
2005,Maranhao,Janeiro,450,2005-01-01
2005,Maranhao,Fevereiro,56,2005-02-01
2005,Maranhao,Mar�o,9,2005-03-01
2005,Maranhao,Abril,43,2005-04-01
2005,Maranhao,Maio,74,2005-05-01
2005,Maranhao,Junho,529,2005-06-01
2005,Maranhao,Julho,1152,2005-07-01
2005,Maranhao,Agosto,2239,2005-08-01
2005,Maranhao,Setembro,6292,2005-09-01
2005,Maranhao,Outubro,6472,2005-10-01
2005,Maranhao,Novembro,4769,2005-11-01
2005,Maranhao,Dezembro,1.66,2005-12-01
2005,Paraiba,Janeiro,178,2005-01-01
2005,Paraiba,Fevereiro,15,2005-02-01
2005,Paraiba,Mar�o,13,2005-03-01
2005,Paraiba,Abril,2,2005-04-01
2005,Paraiba,Maio,0,2005-05-01
2005,Paraiba,Junho,0,2005-06-01
2005,Paraiba,Julho,0,2005-07-01
2005,Paraiba,Agosto,0,2005-08-01
2005,Paraiba,Setembro,13,2005-09-01
2005,Paraiba,Outubro,155,2005-10-01
2005,Paraiba,Novembro,280,2005-11-01
2005,Paraiba,Dezembro,159,2005-12-01
2005,Pernambuco,Janeiro,221,2005-01-01
2005,Pernambuco,Fevereiro,33,2005-02-01
2005,Pernambuco,Mar�o,45,2005-03-01
2005,Pernambuco,Abril,1,2005-04-01
2005,Pernambuco,Maio,1,2005-05-01
2005,Pernambuco,Junho,3,2005-06-01
2005,Pernambuco,Julho,1,2005-07-01
2005,Pernambuco,Agosto,10,2005-08-01
2005,Pernambuco,Setembro,154,2005-09-01
2005,Pernambuco,Outubro,408,2005-10-01
2005,Pernambuco,Novembro,452,2005-11-01
2005,Pernambuco,Dezembro,191,2005-12-01
2005,Piaui,Janeiro,94,2005-01-01
2005,Piaui,Fevereiro,26,2005-02-01
2005,Piaui,Mar�o,13,2005-03-01
2005,Piaui,Abril,3,2005-04-01
2005,Piaui,Maio,22,2005-05-01
2005,Piaui,Junho,171,2005-06-01
2005,Piaui,Julho,445,2005-07-01
2005,Piaui,Agosto,943,2005-08-01
2005,Piaui,Setembro,3136,2005-09-01
2005,Piaui,Outubro,3263,2005-10-01
2005,Piaui,Novembro,1599,2005-11-01
2005,Piaui,Dezembro,486,2005-12-01
2005,Sergipe,Janeiro,80,2005-01-01
2005,Sergipe,Fevereiro,19,2005-02-01
2005,Sergipe,Mar�o,28,2005-03-01
2005,Sergipe,Abril,8,2005-04-01
2005,Sergipe,Maio,0,2005-05-01
2005,Sergipe,Junho,0,2005-06-01
2005,Sergipe,Julho,0,2005-07-01
2005,Sergipe,Agosto,0,2005-08-01
2005,Sergipe,Setembro,2,2005-09-01
2005,Sergipe,Outubro,11,2005-10-01
2005,Sergipe,Novembro,23,2005-11-01
2005,Sergipe,Dezembro,29,2005-12-01
2006,Alagoas,Janeiro,29,2006-01-01
2006,Alagoas,Fevereiro,14,2006-02-01
2006,Alagoas,Mar�o,37,2006-03-01
2006,Alagoas,Abril,2,2006-04-01
2006,Alagoas,Maio,0,2006-05-01
2006,Alagoas,Junho,0,2006-06-01
2006,Alagoas,Julho,0,2006-07-01
2006,Alagoas,Agosto,1,2006-08-01
2006,Alagoas,Setembro,4,2006-09-01
2006,Alagoas,Outubro,32,2006-10-01
2006,Alagoas,Novembro,12,2006-11-01
2006,Alagoas,Dezembro,30,2006-12-01
2006,Bahia,Janeiro,225,2006-01-01
2006,Bahia,Fevereiro,277,2006-02-01
2006,Bahia,Mar�o,199,2006-03-01
2006,Bahia,Abril,60,2006-04-01
2006,Bahia,Maio,43,2006-05-01
2006,Bahia,Junho,68,2006-06-01
2006,Bahia,Julho,229,2006-07-01
2006,Bahia,Agosto,995,2006-08-01
2006,Bahia,Setembro,3006,2006-09-01
2006,Bahia,Outubro,2079,2006-10-01
2006,Bahia,Novembro,239,2006-11-01
2006,Bahia,Dezembro,169,2006-12-01
2006,Ceara,Janeiro,211,2006-01-01
2006,Ceara,Fevereiro,23,2006-02-01
2006,Ceara,Mar�o,3,2006-03-01
2006,Ceara,Abril,1,2006-04-01
2006,Ceara,Maio,0,2006-05-01
2006,Ceara,Junho,0,2006-06-01
2006,Ceara,Julho,1,2006-07-01
2006,Ceara,Agosto,50,2006-08-01
2006,Ceara,Setembro,237,2006-09-01
2006,Ceara,Outubro,581,2006-10-01
2006,Ceara,Novembro,1012,2006-11-01
2006,Ceara,Dezembro,1161,2006-12-01
2006,Maranhao,Janeiro,221,2006-01-01
2006,Maranhao,Fevereiro,22,2006-02-01
2006,Maranhao,Mar�o,14,2006-03-01
2006,Maranhao,Abril,9,2006-04-01
2006,Maranhao,Maio,5,2006-05-01
2006,Maranhao,Junho,131,2006-06-01
2006,Maranhao,Julho,512,2006-07-01
2006,Maranhao,Agosto,1382,2006-08-01
2006,Maranhao,Setembro,2907,2006-09-01
2006,Maranhao,Outubro,3024,2006-10-01
2006,Maranhao,Novembro,2004,2006-11-01
2006,Maranhao,Dezembro,1052,2006-12-01
2006,Paraiba,Janeiro,83,2006-01-01
2006,Paraiba,Fevereiro,7,2006-02-01
2006,Paraiba,Mar�o,4,2006-03-01
2006,Paraiba,Abril,0,2006-04-01
2006,Paraiba,Maio,0,2006-05-01
2006,Paraiba,Junho,0,2006-06-01
2006,Paraiba,Julho,1,2006-07-01
2006,Paraiba,Agosto,3,2006-08-01
2006,Paraiba,Setembro,27,2006-09-01
2006,Paraiba,Outubro,135,2006-10-01
2006,Paraiba,Novembro,215,2006-11-01
2006,Paraiba,Dezembro,196,2006-12-01
2006,Pernambuco,Janeiro,148,2006-01-01
2006,Pernambuco,Fevereiro,41,2006-02-01
2006,Pernambuco,Mar�o,18,2006-03-01
2006,Pernambuco,Abril,2,2006-04-01
2006,Pernambuco,Maio,1,2006-05-01
2006,Pernambuco,Junho,0,2006-06-01
2006,Pernambuco,Julho,1,2006-07-01
2006,Pernambuco,Agosto,8,2006-08-01
2006,Pernambuco,Setembro,147,2006-09-01
2006,Pernambuco,Outubro,310,2006-10-01
2006,Pernambuco,Novembro,385,2006-11-01
2006,Pernambuco,Dezembro,207,2006-12-01
2006,Piaui,Janeiro,133,2006-01-01
2006,Piaui,Fevereiro,23,2006-02-01
2006,Piaui,Mar�o,18,2006-03-01
2006,Piaui,Abril,1,2006-04-01
2006,Piaui,Maio,0,2006-05-01
2006,Piaui,Junho,40,2006-06-01
2006,Piaui,Julho,150,2006-07-01
2006,Piaui,Agosto,911,2006-08-01
2006,Piaui,Setembro,1618,2006-09-01
2006,Piaui,Outubro,1443,2006-10-01
2006,Piaui,Novembro,740,2006-11-01
2006,Piaui,Dezembro,339,2006-12-01
2006,Sergipe,Janeiro,36,2006-01-01
2006,Sergipe,Fevereiro,36,2006-02-01
2006,Sergipe,Mar�o,41,2006-03-01
2006,Sergipe,Abril,9,2006-04-01
2006,Sergipe,Maio,0,2006-05-01
2006,Sergipe,Junho,0,2006-06-01
2006,Sergipe,Julho,0,2006-07-01
2006,Sergipe,Agosto,0,2006-08-01
2006,Sergipe,Setembro,0,2006-09-01
2006,Sergipe,Outubro,3,2006-10-01
2006,Sergipe,Novembro,5,2006-11-01
2006,Sergipe,Dezembro,17,2006-12-01
2007,Alagoas,Janeiro,33,2007-01-01
2007,Alagoas,Fevereiro,28,2007-02-01
2007,Alagoas,Mar�o,7,2007-03-01
2007,Alagoas,Abril,1,2007-04-01
2007,Alagoas,Maio,0,2007-05-01
2007,Alagoas,Junho,0,2007-06-01
2007,Alagoas,Julho,0,2007-07-01
2007,Alagoas,Agosto,3,2007-08-01
2007,Alagoas,Setembro,2,2007-09-01
2007,Alagoas,Outubro,6,2007-10-01
2007,Alagoas,Novembro,15,2007-11-01
2007,Alagoas,Dezembro,33,2007-12-01
2007,Bahia,Janeiro,373,2007-01-01
2007,Bahia,Fevereiro,113,2007-02-01
2007,Bahia,Mar�o,141,2007-03-01
2007,Bahia,Abril,64,2007-04-01
2007,Bahia,Maio,161,2007-05-01
2007,Bahia,Junho,270,2007-06-01
2007,Bahia,Julho,811,2007-07-01
2007,Bahia,Agosto,3734,2007-08-01
2007,Bahia,Setembro,7438,2007-09-01
2007,Bahia,Outubro,4981,2007-10-01
2007,Bahia,Novembro,2126,2007-11-01
2007,Bahia,Dezembro,259,2007-12-01
2007,Ceara,Janeiro,304,2007-01-01
2007,Ceara,Fevereiro,3,2007-02-01
2007,Ceara,Mar�o,2,2007-03-01
2007,Ceara,Abril,1,2007-04-01
2007,Ceara,Maio,0,2007-05-01
2007,Ceara,Junho,1,2007-06-01
2007,Ceara,Julho,11,2007-07-01
2007,Ceara,Agosto,182,2007-08-01
2007,Ceara,Setembro,241,2007-09-01
2007,Ceara,Outubro,964,2007-10-01
2007,Ceara,Novembro,1443,2007-11-01
2007,Ceara,Dezembro,1177,2007-12-01
2007,Maranhao,Janeiro,428,2007-01-01
2007,Maranhao,Fevereiro,13,2007-02-01
2007,Maranhao,Mar�o,52,2007-03-01
2007,Maranhao,Abril,5,2007-04-01
2007,Maranhao,Maio,73,2007-05-01
2007,Maranhao,Junho,515,2007-06-01
2007,Maranhao,Julho,1205,2007-07-01
2007,Maranhao,Agosto,8409,2007-08-01
2007,Maranhao,Setembro,8524,2007-09-01
2007,Maranhao,Outubro,4772,2007-10-01
2007,Maranhao,Novembro,2297,2007-11-01
2007,Maranhao,Dezembro,800,2007-12-01
2007,Paraiba,Janeiro,69,2007-01-01
2007,Paraiba,Fevereiro,7,2007-02-01
2007,Paraiba,Mar�o,1,2007-03-01
2007,Paraiba,Abril,0,2007-04-01
2007,Paraiba,Maio,0,2007-05-01
2007,Paraiba,Junho,0,2007-06-01
2007,Paraiba,Julho,1,2007-07-01
2007,Paraiba,Agosto,8,2007-08-01
2007,Paraiba,Setembro,22,2007-09-01
2007,Paraiba,Outubro,111,2007-10-01
2007,Paraiba,Novembro,256,2007-11-01
2007,Paraiba,Dezembro,133,2007-12-01
2007,Pernambuco,Janeiro,156,2007-01-01
2007,Pernambuco,Fevereiro,21,2007-02-01
2007,Pernambuco,Mar�o,4,2007-03-01
2007,Pernambuco,Abril,1,2007-04-01
2007,Pernambuco,Maio,0,2007-05-01
2007,Pernambuco,Junho,1,2007-06-01
2007,Pernambuco,Julho,3,2007-07-01
2007,Pernambuco,Agosto,20,2007-08-01
2007,Pernambuco,Setembro,164,2007-09-01
2007,Pernambuco,Outubro,702,2007-10-01
2007,Pernambuco,Novembro,359,2007-11-01
2007,Pernambuco,Dezembro,200,2007-12-01
2007,Piaui,Janeiro,123,2007-01-01
2007,Piaui,Fevereiro,11,2007-02-01
2007,Piaui,Mar�o,31,2007-03-01
2007,Piaui,Abril,9,2007-04-01
2007,Piaui,Maio,52,2007-05-01
2007,Piaui,Junho,303,2007-06-01
2007,Piaui,Julho,919,2007-07-01
2007,Piaui,Agosto,3551,2007-08-01
2007,Piaui,Setembro,4078,2007-09-01
2007,Piaui,Outubro,2331,2007-10-01
2007,Piaui,Novembro,939,2007-11-01
2007,Piaui,Dezembro,317,2007-12-01
2007,Sergipe,Janeiro,56,2007-01-01
2007,Sergipe,Fevereiro,22,2007-02-01
2007,Sergipe,Mar�o,2,2007-03-01
2007,Sergipe,Abril,1,2007-04-01
2007,Sergipe,Maio,0,2007-05-01
2007,Sergipe,Junho,0,2007-06-01
2007,Sergipe,Julho,0,2007-07-01
2007,Sergipe,Agosto,0,2007-08-01
2007,Sergipe,Setembro,0,2007-09-01
2007,Sergipe,Outubro,3,2007-10-01
2007,Sergipe,Novembro,7,2007-11-01
2007,Sergipe,Dezembro,33,2007-12-01
2008,Alagoas,Janeiro,55,2008-01-01
2008,Alagoas,Fevereiro,74,2008-02-01
2008,Alagoas,Mar�o,31,2008-03-01
2008,Alagoas,Abril,18,2008-04-01
2008,Alagoas,Maio,0,2008-05-01
2008,Alagoas,Junho,0,2008-06-01
2008,Alagoas,Julho,0,2008-07-01
2008,Alagoas,Agosto,1,2008-08-01
2008,Alagoas,Setembro,9,2008-09-01
2008,Alagoas,Outubro,18,2008-10-01
2008,Alagoas,Novembro,37,2008-11-01
2008,Alagoas,Dezembro,34,2008-12-01
2008,Bahia,Janeiro,314,2008-01-01
2008,Bahia,Fevereiro,235,2008-02-01
2008,Bahia,Mar�o,135,2008-03-01
2008,Bahia,Abril,151,2008-04-01
2008,Bahia,Maio,56,2008-05-01
2008,Bahia,Junho,72,2008-06-01
2008,Bahia,Julho,271,2008-07-01
2008,Bahia,Agosto,611,2008-08-01
2008,Bahia,Setembro,4837,2008-09-01
2008,Bahia,Outubro,7691,2008-10-01
2008,Bahia,Novembro,3175,2008-11-01
2008,Bahia,Dezembro,52,2008-12-01
2008,Ceara,Janeiro,166,2008-01-01
2008,Ceara,Fevereiro,12,2008-02-01
2008,Ceara,Mar�o,2,2008-03-01
2008,Ceara,Abril,0,2008-04-01
2008,Ceara,Maio,0,2008-05-01
2008,Ceara,Junho,1,2008-06-01
2008,Ceara,Julho,3,2008-07-01
2008,Ceara,Agosto,32,2008-08-01
2008,Ceara,Setembro,177,2008-09-01
2008,Ceara,Outubro,816,2008-10-01
2008,Ceara,Novembro,1753,2008-11-01
2008,Ceara,Dezembro,1655,2008-12-01
2008,Maranhao,Janeiro,121,2008-01-01
2008,Maranhao,Fevereiro,45,2008-02-01
2008,Maranhao,Mar�o,4,2008-03-01
2008,Maranhao,Abril,26,2008-04-01
2008,Maranhao,Maio,26,2008-05-01
2008,Maranhao,Junho,235,2008-06-01
2008,Maranhao,Julho,502,2008-07-01
2008,Maranhao,Agosto,713,2008-08-01
2008,Maranhao,Setembro,2761,2008-09-01
2008,Maranhao,Outubro,3498,2008-10-01
2008,Maranhao,Novembro,2331,2008-11-01
2008,Maranhao,Dezembro,1101,2008-12-01
2008,Paraiba,Janeiro,77,2008-01-01
2008,Paraiba,Fevereiro,20,2008-02-01
2008,Paraiba,Mar�o,8,2008-03-01
2008,Paraiba,Abril,0,2008-04-01
2008,Paraiba,Maio,0,2008-05-01
2008,Paraiba,Junho,0,2008-06-01
2008,Paraiba,Julho,0,2008-07-01
2008,Paraiba,Agosto,1,2008-08-01
2008,Paraiba,Setembro,21,2008-09-01
2008,Paraiba,Outubro,80,2008-10-01
2008,Paraiba,Novembro,175,2008-11-01
2008,Paraiba,Dezembro,187,2008-12-01
2008,Pernambuco,Janeiro,170,2008-01-01
2008,Pernambuco,Fevereiro,48,2008-02-01
2008,Pernambuco,Mar�o,32,2008-03-01
2008,Pernambuco,Abril,5,2008-04-01
2008,Pernambuco,Maio,0,2008-05-01
2008,Pernambuco,Junho,0,2008-06-01
2008,Pernambuco,Julho,0,2008-07-01
2008,Pernambuco,Agosto,2,2008-08-01
2008,Pernambuco,Setembro,92,2008-09-01
2008,Pernambuco,Outubro,274,2008-10-01
2008,Pernambuco,Novembro,363,2008-11-01
2008,Pernambuco,Dezembro,203,2008-12-01
2008,Piaui,Janeiro,61,2008-01-01
2008,Piaui,Fevereiro,21,2008-02-01
2008,Piaui,Mar�o,4,2008-03-01
2008,Piaui,Abril,7,2008-04-01
2008,Piaui,Maio,12,2008-05-01
2008,Piaui,Junho,33,2008-06-01
2008,Piaui,Julho,97,2008-07-01
2008,Piaui,Agosto,290,2008-08-01
2008,Piaui,Setembro,1472,2008-09-01
2008,Piaui,Outubro,1.83,2008-10-01
2008,Piaui,Novembro,594,2008-11-01
2008,Piaui,Dezembro,329,2008-12-01
2008,Sergipe,Janeiro,100,2008-01-01
2008,Sergipe,Fevereiro,67,2008-02-01
2008,Sergipe,Mar�o,43,2008-03-01
2008,Sergipe,Abril,2,2008-04-01
2008,Sergipe,Maio,0,2008-05-01
2008,Sergipe,Junho,0,2008-06-01
2008,Sergipe,Julho,0,2008-07-01
2008,Sergipe,Agosto,0,2008-08-01
2008,Sergipe,Setembro,0,2008-09-01
2008,Sergipe,Outubro,0,2008-10-01
2008,Sergipe,Novembro,17,2008-11-01
2008,Sergipe,Dezembro,14,2008-12-01
2009,Alagoas,Janeiro,104,2009-01-01
2009,Alagoas,Fevereiro,32,2009-02-01
2009,Alagoas,Mar�o,31,2009-03-01
2009,Alagoas,Abril,5,2009-04-01
2009,Alagoas,Maio,0,2009-05-01
2009,Alagoas,Junho,0,2009-06-01
2009,Alagoas,Julho,0,2009-07-01
2009,Alagoas,Agosto,0,2009-08-01
2009,Alagoas,Setembro,13,2009-09-01
2009,Alagoas,Outubro,30,2009-10-01
2009,Alagoas,Novembro,55,2009-11-01
2009,Alagoas,Dezembro,55,2009-12-01
2009,Bahia,Janeiro,177,2009-01-01
2009,Bahia,Fevereiro,117,2009-02-01
2009,Bahia,Mar�o,249,2009-03-01
2009,Bahia,Abril,40,2009-04-01
2009,Bahia,Maio,34,2009-05-01
2009,Bahia,Junho,92,2009-06-01
2009,Bahia,Julho,321,2009-07-01
2009,Bahia,Agosto,439,2009-08-01
2009,Bahia,Setembro,3.61,2009-09-01
2009,Bahia,Outubro,2552,2009-10-01
2009,Bahia,Novembro,402,2009-11-01
2009,Bahia,Dezembro,308,2009-12-01
2009,Ceara,Janeiro,347,2009-01-01
2009,Ceara,Fevereiro,8,2009-02-01
2009,Ceara,Mar�o,3,2009-03-01
2009,Ceara,Abril,0,2009-04-01
2009,Ceara,Maio,0,2009-05-01
2009,Ceara,Junho,0,2009-06-01
2009,Ceara,Julho,7,2009-07-01
2009,Ceara,Agosto,26,2009-08-01
2009,Ceara,Setembro,101,2009-09-01
2009,Ceara,Outubro,435,2009-10-01
2009,Ceara,Novembro,1653,2009-11-01
2009,Ceara,Dezembro,1987,2009-12-01
2009,Maranhao,Janeiro,240,2009-01-01
2009,Maranhao,Fevereiro,20,2009-02-01
2009,Maranhao,Mar�o,33,2009-03-01
2009,Maranhao,Abril,14,2009-04-01
2009,Maranhao,Maio,19,2009-05-01
2009,Maranhao,Junho,279,2009-06-01
2009,Maranhao,Julho,972,2009-07-01
2009,Maranhao,Agosto,1766,2009-08-01
2009,Maranhao,Setembro,2404,2009-09-01
2009,Maranhao,Outubro,1861,2009-10-01
2009,Maranhao,Novembro,5,2009-11-01
2009,Maranhao,Dezembro,1768,2009-12-01
2009,Paraiba,Janeiro,115,2009-01-01
2009,Paraiba,Fevereiro,9,2009-02-01
2009,Paraiba,Mar�o,2,2009-03-01
2009,Paraiba,Abril,1,2009-04-01
2009,Paraiba,Maio,0,2009-05-01
2009,Paraiba,Junho,0,2009-06-01
2009,Paraiba,Julho,3,2009-07-01
2009,Paraiba,Agosto,4,2009-08-01
2009,Paraiba,Setembro,28,2009-09-01
2009,Paraiba,Outubro,117,2009-10-01
2009,Paraiba,Novembro,428,2009-11-01
2009,Paraiba,Dezembro,270,2009-12-01
2009,Pernambuco,Janeiro,256,2009-01-01
2009,Pernambuco,Fevereiro,28,2009-02-01
2009,Pernambuco,Mar�o,15,2009-03-01
2009,Pernambuco,Abril,3,2009-04-01
2009,Pernambuco,Maio,0,2009-05-01
2009,Pernambuco,Junho,1,2009-06-01
2009,Pernambuco,Julho,1,2009-07-01
2009,Pernambuco,Agosto,10,2009-08-01
2009,Pernambuco,Setembro,164,2009-09-01
2009,Pernambuco,Outubro,254,2009-10-01
2009,Pernambuco,Novembro,486,2009-11-01
2009,Pernambuco,Dezembro,351,2009-12-01
2009,Piaui,Janeiro,79,2009-01-01
2009,Piaui,Fevereiro,19,2009-02-01
2009,Piaui,Mar�o,17,2009-03-01
2009,Piaui,Abril,8,2009-04-01
2009,Piaui,Maio,12,2009-05-01
2009,Piaui,Junho,56,2009-06-01
2009,Piaui,Julho,302,2009-07-01
2009,Piaui,Agosto,790,2009-08-01
2009,Piaui,Setembro,1709,2009-09-01
2009,Piaui,Outubro,913,2009-10-01
2009,Piaui,Novembro,1336,2009-11-01
2009,Piaui,Dezembro,570,2009-12-01
2009,Sergipe,Janeiro,60,2009-01-01
2009,Sergipe,Fevereiro,64,2009-02-01
2009,Sergipe,Mar�o,29,2009-03-01
2009,Sergipe,Abril,19,2009-04-01
2009,Sergipe,Maio,0,2009-05-01
2009,Sergipe,Junho,2,2009-06-01
2009,Sergipe,Julho,0,2009-07-01
2009,Sergipe,Agosto,0,2009-08-01
2009,Sergipe,Setembro,1,2009-09-01
2009,Sergipe,Outubro,1,2009-10-01
2009,Sergipe,Novembro,9,2009-11-01
2009,Sergipe,Dezembro,21,2009-12-01
2010,Alagoas,Janeiro,23,2010-01-01
2010,Alagoas,Fevereiro,26,2010-02-01
2010,Alagoas,Mar�o,70,2010-03-01
2010,Alagoas,Abril,3,2010-04-01
2010,Alagoas,Maio,0,2010-05-01
2010,Alagoas,Junho,0,2010-06-01
2010,Alagoas,Julho,2,2010-07-01
2010,Alagoas,Agosto,1,2010-08-01
2010,Alagoas,Setembro,5,2010-09-01
2010,Alagoas,Outubro,16,2010-10-01
2010,Alagoas,Novembro,31,2010-11-01
2010,Alagoas,Dezembro,45,2010-12-01
2010,Bahia,Janeiro,297,2010-01-01
2010,Bahia,Fevereiro,206,2010-02-01
2010,Bahia,Mar�o,156,2010-03-01
2010,Bahia,Abril,103,2010-04-01
2010,Bahia,Maio,198,2010-05-01
2010,Bahia,Junho,192,2010-06-01
2010,Bahia,Julho,519,2010-07-01
2010,Bahia,Agosto,2423,2010-08-01
2010,Bahia,Setembro,5323,2010-09-01
2010,Bahia,Outubro,5264,2010-10-01
2010,Bahia,Novembro,605,2010-11-01
2010,Bahia,Dezembro,226,2010-12-01
2010,Ceara,Janeiro,288,2010-01-01
2010,Ceara,Fevereiro,63,2010-02-01
2010,Ceara,Mar�o,40,2010-03-01
2010,Ceara,Abril,7,2010-04-01
2010,Ceara,Maio,2,2010-05-01
2010,Ceara,Junho,3,2010-06-01
2010,Ceara,Julho,44,2010-07-01
2010,Ceara,Agosto,202,2010-08-01
2010,Ceara,Setembro,357,2010-09-01
2010,Ceara,Outubro,502,2010-10-01
2010,Ceara,Novembro,1652,2010-11-01
2010,Ceara,Dezembro,578,2010-12-01
2010,Maranhao,Janeiro,319,2010-01-01
2010,Maranhao,Fevereiro,93,2010-02-01
2010,Maranhao,Mar�o,82,2010-03-01
2010,Maranhao,Abril,128,2010-04-01
2010,Maranhao,Maio,273,2010-05-01
2010,Maranhao,Junho,494,2010-06-01
2010,Maranhao,Julho,2323,2010-07-01
2010,Maranhao,Agosto,6353,2010-08-01
2010,Maranhao,Setembro,9795,2010-09-01
2010,Maranhao,Outubro,3228,2010-10-01
2010,Maranhao,Novembro,4005,2010-11-01
2010,Maranhao,Dezembro,1803,2010-12-01
2010,Paraiba,Janeiro,46,2010-01-01
2010,Paraiba,Fevereiro,15,2010-02-01
2010,Paraiba,Mar�o,16,2010-03-01
